algo,size,density,time
logsort,200000,0.1,0.06950170299933234
qsort,200000,0.1,0.05173095600002853
logsort,200000,0.1,0.07142365199979395
qsort,200000,0.1,0.051705319001484895
logsort,200000,0.25,0.07136722699942766
qsort,200000,0.25,0.050574803000927204
logsort,200000,0.25,0.08951159000025655
qsort,200000,0.25,0.06052688000090711
logsort,200000,0.25,0.07383198400020774
qsort,200000,0.25,0.0649837529999786
logsort,200000,0.25,0.07236434399965219
qsort,200000,0.25,0.051464520998706575
logsort,200000,0.25,0.07086816099945281
qsort,200000,0.25,0.05379620799976692
logsort,200000,0.5,0.07191034000061336
qsort,200000,0.5,0.05739974399875791
logsort,200000,0.5,0.07276327699946705
qsort,200000,0.5,0.061839248999604024
logsort,200000,0.5,0.07228340199981176
qsort,200000,0.5,0.05173056200146675
logsort,200000,0.5,0.07479349499953969
qsort,200000,0.5,0.051705529000173556
logsort,200000,0.5,0.07337298400125292
qsort,200000,0.5,0.05094566300067527
logsort,200000,1.0,0.0775964139993448
qsort,200000,1.0,0.06183325500023784
logsort,200000,1.0,0.075937599000099
qsort,200000,1.0,0.052558884999598376
logsort,200000,1.0,0.07461744300053397
qsort,200000,1.0,0.052681425000628224
logsort,200000,1.0,0.0742397220001294
qsort,200000,1.0,0.051947861998996814
logsort,200000,1.0,0.07539743099914631
qsort,200000,1.0,0.052161288000206696
logsort,300000,0.01,0.08329474399943138
qsort,300000,0.01,0.06970035800077312
logsort,300000,0.01,0.08314349499960372
qsort,300000,0.01,0.07367067900122493
logsort,300000,0.01,0.08799067600011767
qsort,300000,0.01,0.07421447099841316
logsort,300000,0.01,0.08424199499859242
qsort,300000,0.01,0.07048462199963978
logsort,300000,0.01,0.08378651900056866
qsort,300000,0.01,0.07159945999956108
logsort,300000,0.05,0.09615741000015987
qsort,300000,0.05,0.07226981299936597
logsort,300000,0.05,0.09631935300058103
qsort,300000,0.05,0.07208447800076101
logsort,300000,0.05,0.09765923299892165
qsort,300000,0.05,0.07410447400070552
logsort,300000,0.05,0.09649353200074984
qsort,300000,0.05,0.0738393969986646
logsort,300000,0.05,0.0958968230006576
qsort,300000,0.05,0.07359805700070865
logsort,300000,0.1,0.10297542400076054
qsort,300000,0.1,0.07491142000071704
logsort,300000,0.1,0.10093113899893069
qsort,300000,0.1,0.07479387199964549
logsort,300000,0.1,0.10139982200053055
qsort,300000,0.1,0.07547165200048767
logsort,300000,0.1,0.10111505200075044
qsort,300000,0.1,0.07635343100082537
logsort,300000,0.1,0.11060013299902494
qsort,300000,0.1,0.07528852300129074
logsort,300000,0.25,0.11841075400116097
qsort,300000,0.25,0.07578094400014379
logsort,300000,0.25,0.10737698000048113
qsort,300000,0.25,0.08546940199994424
logsort,300000,0.25,0.10695899500024098
qsort,300000,0.25,0.07460898300087138
logsort,300000,0.25,0.10544418500103347
qsort,300000,0.25,0.07405705200108059
logsort,300000,0.25,0.1066581290015165
qsort,300000,0.25,0.07563361700158566
logsort,300000,0.5,0.10736127500058501
qsort,300000,0.5,0.07484394300081476
logsort,300000,0.5,0.10936469899934309
qsort,300000,0.5,0.08031739499892865
logsort,300000,0.5,0.11194577900096192
qsort,300000,0.5,0.07965447400056291
logsort,300000,0.5,0.10795639000025403
qsort,300000,0.5,0.0758345369995368
logsort,300000,0.5,0.10971779800092918
qsort,300000,0.5,0.07678496099833865
logsort,300000,1.0,0.11057764300130657
qsort,300000,1.0,0.07664588300031028
logsort,300000,1.0,0.11033019199931005
qsort,300000,1.0,0.07600893299968448
logsort,300000,1.0,0.11249352599952545
qsort,300000,1.0,0.08066585699998541
logsort,300000,1.0,0.11092899799950828
qsort,300000,1.0,0.08618842699979723
logsort,300000,1.0,0.10945695499867725
qsort,300000,1.0,0.0881701680009428
logsort,600000,0.01,0.16837616200064076
qsort,600000,0.01,0.13586936600040644
logsort,600000,0.01,0.172162233000563
qsort,600000,0.01,0.13507679299982556
logsort,600000,0.01,0.1745709530005115
qsort,600000,0.01,0.1356996539998363
logsort,600000,0.01,0.16761737600063498
qsort,600000,0.01,0.13531376200080558
logsort,600000,0.01,0.18016292399988743
qsort,600000,0.01,0.13487230200007616
logsort,600000,0.05,0.19113305599967134
qsort,600000,0.05,0.14439376299924334
logsort,600000,0.05,0.19529534699904616
qsort,600000,0.05,0.14308970599995519
logsort,600000,0.05,0.19082822300151747
qsort,600000,0.05,0.14630401199974585
logsort,600000,0.05,0.2043562529997871
qsort,600000,0.05,0.14054548300009628
logsort,600000,0.05,0.19244567500027188
qsort,600000,0.05,0.14275013800033776
logsort,600000,0.1,0.19896981899910315
qsort,600000,0.1,0.1435842640003102
logsort,600000,0.1,0.2012340960009169
qsort,600000,0.1,0.14479914599905896
logsort,600000,0.1,0.21063422899896977
qsort,600000,0.1,0.1446268939998845
logsort,600000,0.1,0.2020406779993209
qsort,600000,0.1,0.14571297299880825
logsort,600000,0.1,0.20360418900054356
qsort,600000,0.1,0.14493609499913873
logsort,600000,0.25,0.2179812230006064
qsort,600000,0.25,0.14824623800086556
logsort,600000,0.25,0.2147854909999296
qsort,600000,0.25,0.14911960999961593
logsort,600000,0.25,0.21912127599898668
qsort,600000,0.25,0.14711711299969465
logsort,600000,0.25,0.23033144799956062
qsort,600000,0.25,0.14761009799985914
logsort,600000,0.25,0.215712753999469
qsort,600000,0.25,0.1457341790010105
logsort,600000,0.5,0.22115503799977887
qsort,600000,0.5,0.14763607799977763
logsort,600000,0.5,0.2205153529994277
qsort,600000,0.5,0.15184077999947476
logsort,600000,0.5,0.21892618700076127
qsort,600000,0.5,0.1523726980012725
logsort,600000,0.5,0.22066357800031255
qsort,600000,0.5,0.14709591999962868
logsort,600000,0.5,0.2192135129989765
qsort,600000,0.5,0.15922801900160266
logsort,600000,1.0,0.2187796239995805
qsort,600000,1.0,0.14565170500100066
logsort,600000,1.0,0.22058060099880095
qsort,600000,1.0,0.15566323900020507
logsort,600000,1.0,0.22069918699889968
qsort,600000,1.0,0.14881988800152612
logsort,600000,1.0,0.22010646499984432
qsort,600000,1.0,0.1464482470000803
logsort,600000,1.0,0.220241602999522
qsort,600000,1.0,0.1590186880002875
logsort,700000,0.01,0.19373444800112338
qsort,700000,0.01,0.15636189600081707
logsort,700000,0.01,0.1940132990002894
qsort,700000,0.01,0.1582620549997955
logsort,700000,0.01,0.19301295100012794
qsort,700000,0.01,0.1574362139999721
logsort,700000,0.01,0.19217635899985908
qsort,700000,0.01,0.15554666000025463
logsort,700000,0.01,0.1945644879997417
qsort,700000,0.01,0.15589900399936596
logsort,700000,0.05,0.22170210699914605
qsort,700000,0.05,0.16495121199841378
logsort,700000,0.05,0.22388040100122453
qsort,700000,0.05,0.165390213000137
logsort,700000,0.05,0.23502075400028843
qsort,700000,0.05,0.1668933589990047
logsort,700000,0.05,0.2244544830009545
qsort,700000,0.05,0.1649951069994131
logsort,700000,0.05,0.22221660800096288
qsort,700000,0.05,0.1694169200000033
logsort,700000,0.1,0.24588679400039837
qsort,700000,0.1,0.1677644749997853
logsort,700000,0.1,0.23443368600055692
qsort,700000,0.1,0.16434300699984306
logsort,700000,0.1,0.23326438500043878
qsort,700000,0.1,0.16586845999881916
logsort,700000,0.1,0.2622678480001923
qsort,700000,0.1,0.16879497300033108
logsort,700000,0.1,0.23770387300100992
qsort,700000,0.1,0.17341238699918904
logsort,700000,0.25,0.25678424000034283
qsort,700000,0.25,0.17276778800078318
logsort,700000,0.25,0.24774612599867396
qsort,700000,0.25,0.17109115899984317
logsort,700000,0.25,0.2508553250008845
qsort,700000,0.25,0.17417324400048528
logsort,700000,0.25,0.2531702310006949
qsort,700000,0.25,0.1729583870001079
logsort,700000,0.25,0.25037696300023526
qsort,700000,0.25,0.17285187900051824
logsort,700000,0.5,0.2697656469990761
qsort,700000,0.5,0.17309713100075896
logsort,700000,0.5,0.25461252400054946
qsort,700000,0.5,0.17220538199944713
logsort,700000,0.5,0.2566336859999865
qsort,700000,0.5,0.17571778499950597
logsort,700000,0.5,0.26731645000108983
qsort,700000,0.5,0.1725738029999775
logsort,700000,0.5,0.257956721001392
qsort,700000,0.5,0.17223853900031827
logsort,700000,1.0,0.2574072660008824
qsort,700000,1.0,0.1716663740007789
logsort,700000,1.0,0.25648368000111077
qsort,700000,1.0,0.17060888600099133
logsort,700000,1.0,0.25738737100073195
qsort,700000,1.0,0.1705983539995941
logsort,700000,1.0,0.25786006599992106
qsort,700000,1.0,0.171786319999228
logsort,700000,1.0,0.25722031900113507
qsort,700000,1.0,0.17152729599911254
logsort,800000,0.01,0.22249398399981146
qsort,800000,0.01,0.18193552999946405
logsort,800000,0.01,0.2224062759996741
qsort,800000,0.01,0.17825441599961778
logsort,800000,0.01,0.22226164099993184
qsort,800000,0.01,0.1893398120009806
logsort,800000,0.01,0.2252719549996982
qsort,800000,0.01,0.17842357400149922
logsort,800000,0.01,0.22329020500001207
qsort,800000,0.01,0.1802756449997105
logsort,800000,0.05,0.26043982800001686
qsort,800000,0.05,0.18773332899945672
logsort,800000,0.05,0.26795222599866975
qsort,800000,0.05,0.19120614800158364
logsort,800000,0.05,0.2523289790005947
qsort,800000,0.05,0.19833233499957714
logsort,800000,0.05,0.254651682000258
qsort,800000,0.05,0.18564753800092149
logsort,800000,0.05,0.2705832610008656
qsort,800000,0.05,0.1955506910016993
logsort,800000,0.1,0.2671911950001231
qsort,800000,0.1,0.1930014069985191
logsort,800000,0.1,0.2710836870010098
qsort,800000,0.1,0.18990331300119578
logsort,800000,0.1,0.2686521020004875
qsort,800000,0.1,0.19418295899959048
logsort,800000,0.1,0.27643055000044114
qsort,800000,0.1,0.19535906900091504
logsort,800000,0.1,0.3022350989995175
qsort,800000,0.1,0.19401793500037456
logsort,800000,0.25,0.32897929699902306
qsort,800000,0.25,0.2015762969986099
logsort,800000,0.25,0.32873286200083385
qsort,800000,0.25,0.22540173899869842
logsort,800000,0.25,0.29801337999924726
qsort,800000,0.25,0.2568163319992891
logsort,800000,0.25,0.2859229030000279
qsort,800000,0.25,0.20174504600072396
logsort,800000,0.25,0.317264224999235
qsort,800000,0.25,0.22758805400007986
logsort,800000,0.5,0.32124112700148544
qsort,800000,0.5,0.19797623900012695
logsort,800000,0.5,0.3211767899992992
qsort,800000,0.5,0.193970686999819
logsort,800000,0.5,0.2997819569991407
qsort,800000,0.5,0.19641978699837637
logsort,800000,0.5,0.29543334699883417
qsort,800000,0.5,0.1964797050004563
logsort,800000,0.5,0.29686749699976644
qsort,800000,0.5,0.20303020299979835
logsort,800000,1.0,0.2959323140003107
qsort,800000,1.0,0.19835553899974911
logsort,800000,1.0,0.293410895001216
qsort,800000,1.0,0.19278270099857764
logsort,800000,1.0,0.31443568499889807
qsort,800000,1.0,0.1912666909993277
logsort,800000,1.0,0.2962115549998998
qsort,800000,1.0,0.21008942499975092
logsort,800000,1.0,0.2950214060001599
qsort,800000,1.0,0.19424735000029614
logsort,1000000,0.01,0.2923492699992494
qsort,1000000,0.01,0.22506061999956728
logsort,1000000,0.01,0.27961169899936067
qsort,1000000,0.01,0.22285476199976983
logsort,1000000,0.01,0.27668448199983686
qsort,1000000,0.01,0.22937001699938264
logsort,1000000,0.01,0.27772361200004525
qsort,1000000,0.01,0.22289011499924527
logsort,1000000,0.01,0.28390794599908986
qsort,1000000,0.01,0.23575616700145474
logsort,1000000,0.05,0.3224909380005556
qsort,1000000,0.05,0.23649019000004046
logsort,1000000,0.05,0.3203093309984979
qsort,1000000,0.05,0.23360025500005577
logsort,1000000,0.05,0.33611289799955557
qsort,1000000,0.05,0.23812556399934692
logsort,1000000,0.05,0.3227913119990262
qsort,1000000,0.05,0.24657308799942257
logsort,1000000,0.05,0.3190532339995116
qsort,1000000,0.05,0.2341709569991508
logsort,1000000,0.1,0.3368730729998788
qsort,1000000,0.1,0.2378761019990634
logsort,1000000,0.1,0.3414455359998101
qsort,1000000,0.1,0.2508008320000954
logsort,1000000,0.1,0.3387187629996333
qsort,1000000,0.1,0.23811631900025532
logsort,1000000,0.1,0.34924385599879315
qsort,1000000,0.1,0.23995499600096082
logsort,1000000,0.1,0.35155727900018974
qsort,1000000,0.1,0.23811673400086875
logsort,1000000,0.25,0.3829422459984926
qsort,1000000,0.25,0.24929763300133345
logsort,1000000,0.25,0.3637582179999299
qsort,1000000,0.25,0.2457506819991977
logsort,1000000,0.25,0.3690478019998409
qsort,1000000,0.25,0.25070183600109885
logsort,1000000,0.25,0.3616072479999275
qsort,1000000,0.25,0.24780003200066858
logsort,1000000,0.25,0.3609663160004857
qsort,1000000,0.25,0.24530176799999026
logsort,1000000,0.5,0.3668935629993939
qsort,1000000,0.5,0.24421860800066497
logsort,1000000,0.5,0.366309070999705
qsort,1000000,0.5,0.2513908540004195
logsort,1000000,0.5,0.3655441119990428
qsort,1000000,0.5,0.2524443149995932
logsort,1000000,0.5,0.36812653000015416
qsort,1000000,0.5,0.24359963900133152
logsort,1000000,0.5,0.36859321399970213
qsort,1000000,0.5,0.24522819400044682
logsort,1000000,1.0,0.367283210000096
qsort,1000000,1.0,0.24214268600007927
logsort,1000000,1.0,0.36850816200058034
qsort,1000000,1.0,0.2421140859987645
logsort,1000000,1.0,0.3699254800012568
qsort,1000000,1.0,0.24194379199980176
logsort,1000000,1.0,0.3680064649997803
qsort,1000000,1.0,0.24330906700015476
logsort,1000000,1.0,0.36955818999922485
qsort,1000000,1.0,0.24165102299957653
